1577415975588|67|statement|connection 0|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1577419201478|13|commit|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai||
1577419201479|14|statement|connection 7|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=1
1577419201484|8|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=?|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=2
1577419201488|8|statement|connection 7|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=?|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=1
1577419201492|6|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=?|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=2
1577419201497|7|statement|connection 7|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=18
1577419201500|7|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=?|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=3
1577419201502|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=1
1577419201508|6|statement|connection 5|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=?|select menus0_.role_id as role_id1_4_0_, menus0_.menu_id as menu_id2_4_0_, menu1_.id as id1_2_1_, menu1_.is_deleted as is_delet2_2_1_, menu1_.gmt_create as gmt_crea3_2_1_, menu1_.gmt_modified as gmt_modi4_2_1_, menu1_.icon as icon5_2_1_, menu1_.menu_code as menu_cod6_2_1_, menu1_.menu_name as menu_nam7_2_1_, menu1_.is_menu_or_btn as is_menu_8_2_1_, menu1_.parent_id as parent_i9_2_1_, menu1_.url as url10_2_1_ from role_menu menus0_ inner join menu menu1_ on menus0_.menu_id=menu1_.id where menus0_.role_id=3
1577419201511|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=?|select users0_.role_id as role_id2_6_0_, users0_.user_id as user_id1_6_0_, user1_.id as id1_5_1_, user1_.is_deleted as is_delet2_5_1_, user1_.gmt_create as gmt_crea3_5_1_, user1_.gmt_modified as gmt_modi4_5_1_, user1_.account as account5_5_1_, user1_.address as address6_5_1_, user1_.cname as cname7_5_1_, user1_.dept_id as dept_id12_5_1_, user1_.email as email8_5_1_, user1_.ename as ename9_5_1_, user1_.password as passwor10_5_1_, user1_.phone as phone11_5_1_, dept2_.id as id1_0_2_, dept2_.is_deleted as is_delet2_0_2_, dept2_.gmt_create as gmt_crea3_0_2_, dept2_.gmt_modified as gmt_modi4_0_2_, dept2_.dept_code as dept_cod5_0_2_, dept2_.dept_name as dept_nam6_0_2_, dept2_.parent_id as parent_i7_0_2_ from user_role users0_ inner join user user1_ on users0_.user_id=user1_.id left outer join dept dept2_ on user1_.dept_id=dept2_.id where users0_.role_id=1
1577419201519|7|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=2
1577419201533|13|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=3
1577419201542|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=4
1577419201556|12|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=5
1577419201565|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=6
1577419201584|18|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=7
1577419201593|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=8
1577419201602|8|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=9
1577419201610|6|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=10
1577419201620|9|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=11
1577419201661|40|statement|connection 6|url jdbc:p6spy:mysql://120.92.140.55:3306/sky-boot?useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=Asia/Shanghai|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=?|select roles0_.menu_id as menu_id2_4_0_, roles0_.role_id as role_id1_4_0_, role1_.id as id1_3_1_, role1_.is_deleted as is_delet2_3_1_, role1_.gmt_create as gmt_crea3_3_1_, role1_.gmt_modified as gmt_modi4_3_1_, role1_.parent_id as parent_i5_3_1_, role1_.role_code as role_cod6_3_1_, role1_.role_desc as role_des7_3_1_, role1_.role_name as role_nam8_3_1_ from role_menu roles0_ inner join role role1_ on roles0_.role_id=role1_.id where roles0_.menu_id=12
